ID Respuesta | Nombre Participante | ID Dispositivo | Tipo Participación | Nombre Funcionario | Cargo Funcionario | Sección Funcionario | Pregunta | Categoría Pregunta | Calificación | Fecha Respuesta
265 | María xvastro | 7d197fb4-d116-4126-94b9-e815a73fc400 | Con nombre | Jairo Garzón Conde | Secretario | Secretaria general y de gobierno | Integridad y ética | Personal | regular | 08/10/2025 19:45:16
264 | María xvastro | 7d197fb4-d116-4126-94b9-e815a73fc400 | Con nombre | Luis Angel Ramirez Vargas | Alcalde | Despacho del alcalde | Uso adecuado del tiempo de trabajo | Desempeño | regular | 08/10/2025 19:45:16
263 | María xvastro | 7d197fb4-d116-4126-94b9-e815a73fc400 | Con nombre | Luis Angel Ramirez Vargas | Alcalde | Despacho del alcalde | Ejercicio adecuado del cargo | Desempeño | bueno | 08/10/2025 19:45:16
262 | María xvastro | 7d197fb4-d116-4126-94b9-e815a73fc400 | Con nombre | Luis Angel Ramirez Vargas | Alcalde | Despacho del alcalde | Proyectos estratégicos con resultados concretos | Desempeño | deficiente | 08/10/2025 19:45:16
261 | María xvastro | 7d197fb4-d116-4126-94b9-e815a73fc400 | Con nombre | Luis Angel Ramirez Vargas | Alcalde | Despacho del alcalde | Integridad y ética | Personal | regular | 08/10/2025 19:45:16
260 | María xvastro | 7d197fb4-d116-4126-94b9-e815a73fc400 | Con nombre | Helenohora Llanos Diaz | Comisaria | Comisaria de familia | Uso adecuado del tiempo de trabajo | Desempeño | deficiente | 08/10/2025 18:15:45
259 | María xvastro | 7d197fb4-d116-4126-94b9-e815a73fc400 | Con nombre | Helenohora Llanos Diaz | Comisaria | Comisaria de familia | Ejercicio adecuado del cargo | Desempeño | bueno | 08/10/2025 18:15:45
258 | María xvastro | 7d197fb4-d116-4126-94b9-e815a73fc400 | Con nombre | Helenohora Llanos Diaz | Comisaria | Comisaria de familia | Proyectos estratégicos con resultados concretos | Desempeño | regular | 08/10/2025 18:15:45
257 | María xvastro | 7d197fb4-d116-4126-94b9-e815a73fc400 | Con nombre | Helenohora Llanos Diaz | Comisaria | Comisaria de familia | Cumplimiento de metas | Desempeño | excelente | 08/10/2025 18:15:45
256 | María xvastro | 7d197fb4-d116-4126-94b9-e815a73fc400 | Con nombre | Helenohora Llanos Diaz | Comisaria | Comisaria de familia | Eficiencia en la gestión de los recursos | Desempeño | bueno | 08/10/2025 18:15:45
255 | María xvastro | 7d197fb4-d116-4126-94b9-e815a73fc400 | Con nombre | Helenohora Llanos Diaz | Comisaria | Comisaria de familia | Transparencia y eficiencia en la toma de decisiones | Profesional | bueno | 08/10/2025 18:15:45
254 | María xvastro | 7d197fb4-d116-4126-94b9-e815a73fc400 | Con nombre | Helenohora Llanos Diaz | Comisaria | Comisaria de familia | Capacidad para resolver problemas | Profesional | bueno | 08/10/2025 18:15:45
253 | María xvastro | 7d197fb4-d116-4126-94b9-e815a73fc400 | Con nombre | Helenohora Llanos Diaz | Comisaria | Comisaria de familia | Liderazgo y gestión de equipos | Profesional | malo | 08/10/2025 18:15:45
252 | María xvastro | 7d197fb4-d116-4126-94b9-e815a73fc400 | Con nombre | Helenohora Llanos Diaz | Comisaria | Comisaria de familia | Comunicación y empatía | Personal | bueno | 08/10/2025 18:15:45
251 | María xvastro | 7d197fb4-d116-4126-94b9-e815a73fc400 | Con nombre | Helenohora Llanos Diaz | Comisaria | Comisaria de familia | Veracidad y cumplimiento | Personal | bueno | 08/10/2025 18:15:45
250 | María xvastro | 7d197fb4-d116-4126-94b9-e815a73fc400 | Con nombre | Helenohora Llanos Diaz | Comisaria | Comisaria de familia | Aptitud y honestidad | Personal | deficiente | 08/10/2025 18:15:45
249 | María xvastro | 7d197fb4-d116-4126-94b9-e815a73fc400 | Con nombre | Helenohora Llanos Diaz | Comisaria | Comisaria de familia | Respeto, dignidad y decoro | Personal | deficiente | 08/10/2025 18:15:45
248 | María xvastro | 7d197fb4-d116-4126-94b9-e815a73fc400 | Con nombre | Helenohora Llanos Diaz | Comisaria | Comisaria de familia | Integridad y ética | Personal | bueno | 08/10/2025 18:15:45
247 | María xvastro | 7d197fb4-d116-4126-94b9-e815a73fc400 | Con nombre | Yoan Orlando Garay Diaz | Inspector | Inspección de policía | Uso adecuado del tiempo de trabajo | Desempeño | malo | 08/10/2025 18:15:45
246 | María xvastro | 7d197fb4-d116-4126-94b9-e815a73fc400 | Con nombre | Yoan Orlando Garay Diaz | Inspector | Inspección de policía | Ejercicio adecuado del cargo | Desempeño | regular | 08/10/2025 18:15:45
245 | María xvastro | 7d197fb4-d116-4126-94b9-e815a73fc400 | Con nombre | Yoan Orlando Garay Diaz | Inspector | Inspección de policía | Proyectos estratégicos con resultados concretos | Desempeño | bueno | 08/10/2025 18:15:45
244 | María xvastro | 7d197fb4-d116-4126-94b9-e815a73fc400 | Con nombre | Yoan Orlando Garay Diaz | Inspector | Inspección de policía | Cumplimiento de metas | Desempeño | regular | 08/10/2025 18:15:45
243 | María xvastro | 7d197fb4-d116-4126-94b9-e815a73fc400 | Con nombre | Yoan Orlando Garay Diaz | Inspector | Inspección de policía | Eficiencia en la gestión de los recursos | Desempeño | regular | 08/10/2025 18:15:45
242 | María xvastro | 7d197fb4-d116-4126-94b9-e815a73fc400 | Con nombre | Yoan Orlando Garay Diaz | Inspector | Inspección de policía | Transparencia y eficiencia en la toma de decisiones | Profesional | bueno | 08/10/2025 18:15:45
241 | María xvastro | 7d197fb4-d116-4126-94b9-e815a73fc400 | Con nombre | Yoan Orlando Garay Diaz | Inspector | Inspección de policía | Capacidad para resolver problemas | Profesional | regular | 08/10/2025 18:15:45
240 | María xvastro | 7d197fb4-d116-4126-94b9-e815a73fc400 | Con nombre | Yoan Orlando Garay Diaz | Inspector | Inspección de policía | Liderazgo y gestión de equipos | Profesional | deficiente | 08/10/2025 18:15:45
239 | María xvastro | 7d197fb4-d116-4126-94b9-e815a73fc400 | Con nombre | Yoan Orlando Garay Diaz | Inspector | Inspección de policía | Comunicación y empatía | Personal | malo | 08/10/2025 18:15:45
238 | María xvastro | 7d197fb4-d116-4126-94b9-e815a73fc400 | Con nombre | Yoan Orlando Garay Diaz | Inspector | Inspección de policía | Veracidad y cumplimiento | Personal | malo | 08/10/2025 18:15:45
237 | María xvastro | 7d197fb4-d116-4126-94b9-e815a73fc400 | Con nombre | Yoan Orlando Garay Diaz | Inspector | Inspección de policía | Aptitud y honestidad | Personal | malo | 08/10/2025 18:15:45
236 | María xvastro | 7d197fb4-d116-4126-94b9-e815a73fc400 | Con nombre | Yoan Orlando Garay Diaz | Inspector | Inspección de policía | Respeto, dignidad y decoro | Personal | malo | 08/10/2025 18:15:45
235 | María xvastro | 7d197fb4-d116-4126-94b9-e815a73fc400 | Con nombre | Yoan Orlando Garay Diaz | Inspector | Inspección de policía | Integridad y ética | Personal | malo | 08/10/2025 18:15:45
234 | María xvastro | 7d197fb4-d116-4126-94b9-e815a73fc400 | Con nombre | Maria Ximena Martin Charry | Secretaria | Secretaria de tránsito | Uso adecuado del tiempo de trabajo | Desempeño | deficiente | 08/10/2025 18:15:45
233 | María xvastro | 7d197fb4-d116-4126-94b9-e815a73fc400 | Con nombre | Maria Ximena Martin Charry | Secretaria | Secretaria de tránsito | Ejercicio adecuado del cargo | Desempeño | deficiente | 08/10/2025 18:15:45
232 | María xvastro | 7d197fb4-d116-4126-94b9-e815a73fc400 | Con nombre | Maria Ximena Martin Charry | Secretaria | Secretaria de tránsito | Proyectos estratégicos con resultados concretos | Desempeño | deficiente | 08/10/2025 18:15:45
231 | María xvastro | 7d197fb4-d116-4126-94b9-e815a73fc400 | Con nombre | Maria Ximena Martin Charry | Secretaria | Secretaria de tránsito | Cumplimiento de metas | Desempeño | malo | 08/10/2025 18:15:45
229 | María xvastro | 7d197fb4-d116-4126-94b9-e815a73fc400 | Con nombre | Maria Ximena Martin Charry | Secretaria | Secretaria de tránsito | Transparencia y eficiencia en la toma de decisiones | Profesional | malo | 08/10/2025 18:15:45
230 | María xvastro | 7d197fb4-d116-4126-94b9-e815a73fc400 | Con nombre | Maria Ximena Martin Charry | Secretaria | Secretaria de tránsito | Eficiencia en la gestión de los recursos | Desempeño | malo | 08/10/2025 18:15:45
228 | María xvastro | 7d197fb4-d116-4126-94b9-e815a73fc400 | Con nombre | Maria Ximena Martin Charry | Secretaria | Secretaria de tránsito | Capacidad para resolver problemas | Profesional | deficiente | 08/10/2025 18:15:45
227 | María xvastro | 7d197fb4-d116-4126-94b9-e815a73fc400 | Con nombre | Maria Ximena Martin Charry | Secretaria | Secretaria de tránsito | Liderazgo y gestión de equipos | Profesional | deficiente | 08/10/2025 18:15:45
226 | María xvastro | 7d197fb4-d116-4126-94b9-e815a73fc400 | Con nombre | Maria Ximena Martin Charry | Secretaria | Secretaria de tránsito | Comunicación y empatía | Personal | deficiente | 08/10/2025 18:15:45
225 | María xvastro | 7d197fb4-d116-4126-94b9-e815a73fc400 | Con nombre | Maria Ximena Martin Charry | Secretaria | Secretaria de tránsito | Veracidad y cumplimiento | Personal | deficiente | 08/10/2025 18:15:45
224 | María xvastro | 7d197fb4-d116-4126-94b9-e815a73fc400 | Con nombre | Maria Ximena Martin Charry | Secretaria | Secretaria de tránsito | Aptitud y honestidad | Personal | regular | 08/10/2025 18:15:45
223 | María xvastro | 7d197fb4-d116-4126-94b9-e815a73fc400 | Con nombre | Maria Ximena Martin Charry | Secretaria | Secretaria de tránsito | Respeto, dignidad y decoro | Personal | deficiente | 08/10/2025 18:15:45
222 | María xvastro | 7d197fb4-d116-4126-94b9-e815a73fc400 | Con nombre | Maria Ximena Martin Charry | Secretaria | Secretaria de tránsito | Integridad y ética | Personal | deficiente | 08/10/2025 18:15:45
221 | María xvastro | 7d197fb4-d116-4126-94b9-e815a73fc400 | Con nombre | Javier Charry Bonilla | Secretario | Secretaria de desarrollo económico | Uso adecuado del tiempo de trabajo | Desempeño | regular | 08/10/2025 18:15:45
220 | María xvastro | 7d197fb4-d116-4126-94b9-e815a73fc400 | Con nombre | Javier Charry Bonilla | Secretario | Secretaria de desarrollo económico | Ejercicio adecuado del cargo | Desempeño | malo | 08/10/2025 18:15:45
219 | María xvastro | 7d197fb4-d116-4126-94b9-e815a73fc400 | Con nombre | Javier Charry Bonilla | Secretario | Secretaria de desarrollo económico | Proyectos estratégicos con resultados concretos | Desempeño | regular | 08/10/2025 18:15:45
218 | María xvastro | 7d197fb4-d116-4126-94b9-e815a73fc400 | Con nombre | Javier Charry Bonilla | Secretario | Secretaria de desarrollo económico | Cumplimiento de metas | Desempeño | bueno | 08/10/2025 18:15:45
217 | María xvastro | 7d197fb4-d116-4126-94b9-e815a73fc400 | Con nombre | Javier Charry Bonilla | Secretario | Secretaria de desarrollo económico | Eficiencia en la gestión de los recursos | Desempeño | deficiente | 08/10/2025 18:15:45
216 | María xvastro | 7d197fb4-d116-4126-94b9-e815a73fc400 | Con nombre | Javier Charry Bonilla | Secretario | Secretaria de desarrollo económico | Transparencia y eficiencia en la toma de decisiones | Profesional | excelente | 08/10/2025 18:15:45
215 | María xvastro | 7d197fb4-d116-4126-94b9-e815a73fc400 | Con nombre | Javier Charry Bonilla | Secretario | Secretaria de desarrollo económico | Capacidad para resolver problemas | Profesional | deficiente | 08/10/2025 18:15:45
214 | María xvastro | 7d197fb4-d116-4126-94b9-e815a73fc400 | Con nombre | Javier Charry Bonilla | Secretario | Secretaria de desarrollo económico | Liderazgo y gestión de equipos | Profesional | bueno | 08/10/2025 18:15:45
213 | María xvastro | 7d197fb4-d116-4126-94b9-e815a73fc400 | Con nombre | Javier Charry Bonilla | Secretario | Secretaria de desarrollo económico | Comunicación y empatía | Personal | regular | 08/10/2025 18:15:45
212 | María xvastro | 7d197fb4-d116-4126-94b9-e815a73fc400 | Con nombre | Javier Charry Bonilla | Secretario | Secretaria de desarrollo económico | Veracidad y cumplimiento | Personal | deficiente | 08/10/2025 18:15:45
211 | María xvastro | 7d197fb4-d116-4126-94b9-e815a73fc400 | Con nombre | Javier Charry Bonilla | Secretario | Secretaria de desarrollo económico | Aptitud y honestidad | Personal | excelente | 08/10/2025 18:15:45
210 | María xvastro | 7d197fb4-d116-4126-94b9-e815a73fc400 | Con nombre | Javier Charry Bonilla | Secretario | Secretaria de desarrollo económico | Integridad y ética | Personal | regular | 08/10/2025 18:15:45
208 | María xvastro | 7d197fb4-d116-4126-94b9-e815a73fc400 | Con nombre | Javier Charry Bonilla | Secretario | Secretaria de desarrollo económico | Respeto, dignidad y decoro | Personal | bueno | 08/10/2025 18:15:45
209 | María xvastro | 7d197fb4-d116-4126-94b9-e815a73fc400 | Con nombre | Daniela Ramirez Chavarro | Secretaria | Secretaria de infraestructura | Uso adecuado del tiempo de trabajo | Desempeño | regular | 08/10/2025 18:15:45
207 | María xvastro | 7d197fb4-d116-4126-94b9-e815a73fc400 | Con nombre | Daniela Ramirez Chavarro | Secretaria | Secretaria de infraestructura | Ejercicio adecuado del cargo | Desempeño | regular | 08/10/2025 18:15:45
206 | María xvastro | 7d197fb4-d116-4126-94b9-e815a73fc400 | Con nombre | Daniela Ramirez Chavarro | Secretaria | Secretaria de infraestructura | Proyectos estratégicos con resultados concretos | Desempeño | malo | 08/10/2025 18:15:45
205 | María xvastro | 7d197fb4-d116-4126-94b9-e815a73fc400 | Con nombre | Daniela Ramirez Chavarro | Secretaria | Secretaria de infraestructura | Cumplimiento de metas | Desempeño | malo | 08/10/2025 18:15:45
204 | María xvastro | 7d197fb4-d116-4126-94b9-e815a73fc400 | Con nombre | Daniela Ramirez Chavarro | Secretaria | Secretaria de infraestructura | Eficiencia en la gestión de los recursos | Desempeño | bueno | 08/10/2025 18:15:45
203 | María xvastro | 7d197fb4-d116-4126-94b9-e815a73fc400 | Con nombre | Daniela Ramirez Chavarro | Secretaria | Secretaria de infraestructura | Transparencia y eficiencia en la toma de decisiones | Profesional | bueno | 08/10/2025 18:15:45
202 | María xvastro | 7d197fb4-d116-4126-94b9-e815a73fc400 | Con nombre | Daniela Ramirez Chavarro | Secretaria | Secretaria de infraestructura | Capacidad para resolver problemas | Profesional | excelente | 08/10/2025 18:15:45
201 | María xvastro | 7d197fb4-d116-4126-94b9-e815a73fc400 | Con nombre | Daniela Ramirez Chavarro | Secretaria | Secretaria de infraestructura | Liderazgo y gestión de equipos | Profesional | malo | 08/10/2025 18:15:45
200 | María xvastro | 7d197fb4-d116-4126-94b9-e815a73fc400 | Con nombre | Daniela Ramirez Chavarro | Secretaria | Secretaria de infraestructura | Comunicación y empatía | Personal | bueno | 08/10/2025 18:15:45
199 | María xvastro | 7d197fb4-d116-4126-94b9-e815a73fc400 | Con nombre | Daniela Ramirez Chavarro | Secretaria | Secretaria de infraestructura | Aptitud y honestidad | Personal | bueno | 08/10/2025 18:15:45
198 | María xvastro | 7d197fb4-d116-4126-94b9-e815a73fc400 | Con nombre | Daniela Ramirez Chavarro | Secretaria | Secretaria de infraestructura | Veracidad y cumplimiento | Personal | regular | 08/10/2025 18:15:45
197 | María xvastro | 7d197fb4-d116-4126-94b9-e815a73fc400 | Con nombre | Daniela Ramirez Chavarro | Secretaria | Secretaria de infraestructura | Respeto, dignidad y decoro | Personal | regular | 08/10/2025 18:15:45
196 | María xvastro | 7d197fb4-d116-4126-94b9-e815a73fc400 | Con nombre | Daniela Ramirez Chavarro | Secretaria | Secretaria de infraestructura | Integridad y ética | Personal | bueno | 08/10/2025 18:15:45
195 | María xvastro | 7d197fb4-d116-4126-94b9-e815a73fc400 | Con nombre | Jhon Alexander Pulecio Charry | Secretario | Secretaria de planeación | Uso adecuado del tiempo de trabajo | Desempeño | deficiente | 08/10/2025 18:15:45
194 | María xvastro | 7d197fb4-d116-4126-94b9-e815a73fc400 | Con nombre | Jhon Alexander Pulecio Charry | Secretario | Secretaria de planeación | Ejercicio adecuado del cargo | Desempeño | regular | 08/10/2025 18:15:45
193 | María xvastro | 7d197fb4-d116-4126-94b9-e815a73fc400 | Con nombre | Jhon Alexander Pulecio Charry | Secretario | Secretaria de planeación | Proyectos estratégicos con resultados concretos | Desempeño | bueno | 08/10/2025 18:15:45
192 | María xvastro | 7d197fb4-d116-4126-94b9-e815a73fc400 | Con nombre | Jhon Alexander Pulecio Charry | Secretario | Secretaria de planeación | Cumplimiento de metas | Desempeño | regular | 08/10/2025 18:15:45
191 | María xvastro | 7d197fb4-d116-4126-94b9-e815a73fc400 | Con nombre | Jhon Alexander Pulecio Charry | Secretario | Secretaria de planeación | Eficiencia en la gestión de los recursos | Desempeño | regular | 08/10/2025 18:15:45
190 | María xvastro | 7d197fb4-d116-4126-94b9-e815a73fc400 | Con nombre | Jhon Alexander Pulecio Charry | Secretario | Secretaria de planeación | Transparencia y eficiencia en la toma de decisiones | Profesional | deficiente | 08/10/2025 18:15:45
189 | María xvastro | 7d197fb4-d116-4126-94b9-e815a73fc400 | Con nombre | Jhon Alexander Pulecio Charry | Secretario | Secretaria de planeación | Capacidad para resolver problemas | Profesional | bueno | 08/10/2025 18:15:45
188 | María xvastro | 7d197fb4-d116-4126-94b9-e815a73fc400 | Con nombre | Jhon Alexander Pulecio Charry | Secretario | Secretaria de planeación | Liderazgo y gestión de equipos | Profesional | deficiente | 08/10/2025 18:15:45
187 | María xvastro | 7d197fb4-d116-4126-94b9-e815a73fc400 | Con nombre | Jhon Alexander Pulecio Charry | Secretario | Secretaria de planeación | Comunicación y empatía | Personal | deficiente | 08/10/2025 18:15:45
186 | María xvastro | 7d197fb4-d116-4126-94b9-e815a73fc400 | Con nombre | Jhon Alexander Pulecio Charry | Secretario | Secretaria de planeación | Veracidad y cumplimiento | Personal | deficiente | 08/10/2025 18:15:45
185 | María xvastro | 7d197fb4-d116-4126-94b9-e815a73fc400 | Con nombre | Jhon Alexander Pulecio Charry | Secretario | Secretaria de planeación | Aptitud y honestidad | Personal | bueno | 08/10/2025 18:15:45
184 | María xvastro | 7d197fb4-d116-4126-94b9-e815a73fc400 | Con nombre | Jhon Alexander Pulecio Charry | Secretario | Secretaria de planeación | Integridad y ética | Personal | excelente | 08/10/2025 18:15:45
183 | María xvastro | 7d197fb4-d116-4126-94b9-e815a73fc400 | Con nombre | Jhon Alexander Pulecio Charry | Secretario | Secretaria de planeación | Respeto, dignidad y decoro | Personal | regular | 08/10/2025 18:15:45
181 | María xvastro | 7d197fb4-d116-4126-94b9-e815a73fc400 | Con nombre | Ana Maria Conde Garzon | Secretaria | Secretaria de protección social | Uso adecuado del tiempo de trabajo | Desempeño | regular | 08/10/2025 18:15:45
182 | María xvastro | 7d197fb4-d116-4126-94b9-e815a73fc400 | Con nombre | Ana Maria Conde Garzon | Secretaria | Secretaria de protección social | Ejercicio adecuado del cargo | Desempeño | excelente | 08/10/2025 18:15:45
180 | María xvastro | 7d197fb4-d116-4126-94b9-e815a73fc400 | Con nombre | Ana Maria Conde Garzon | Secretaria | Secretaria de protección social | Proyectos estratégicos con resultados concretos | Desempeño | bueno | 08/10/2025 18:15:45
178 | María xvastro | 7d197fb4-d116-4126-94b9-e815a73fc400 | Con nombre | Ana Maria Conde Garzon | Secretaria | Secretaria de protección social | Cumplimiento de metas | Desempeño | bueno | 08/10/2025 18:15:45
179 | María xvastro | 7d197fb4-d116-4126-94b9-e815a73fc400 | Con nombre | Ana Maria Conde Garzon | Secretaria | Secretaria de protección social | Eficiencia en la gestión de los recursos | Desempeño | bueno | 08/10/2025 18:15:45
175 | María xvastro | 7d197fb4-d116-4126-94b9-e815a73fc400 | Con nombre | Ana Maria Conde Garzon | Secretaria | Secretaria de protección social | Transparencia y eficiencia en la toma de decisiones | Profesional | bueno | 08/10/2025 18:15:45
177 | María xvastro | 7d197fb4-d116-4126-94b9-e815a73fc400 | Con nombre | Ana Maria Conde Garzon | Secretaria | Secretaria de protección social | Capacidad para resolver problemas | Profesional | deficiente | 08/10/2025 18:15:45
176 | María xvastro | 7d197fb4-d116-4126-94b9-e815a73fc400 | Con nombre | Ana Maria Conde Garzon | Secretaria | Secretaria de protección social | Liderazgo y gestión de equipos | Profesional | deficiente | 08/10/2025 18:15:45
174 | María xvastro | 7d197fb4-d116-4126-94b9-e815a73fc400 | Con nombre | Ana Maria Conde Garzon | Secretaria | Secretaria de protección social | Comunicación y empatía | Personal | deficiente | 08/10/2025 18:15:45
172 | María xvastro | 7d197fb4-d116-4126-94b9-e815a73fc400 | Con nombre | Ana Maria Conde Garzon | Secretaria | Secretaria de protección social | Veracidad y cumplimiento | Personal | regular | 08/10/2025 18:15:45
173 | María xvastro | 7d197fb4-d116-4126-94b9-e815a73fc400 | Con nombre | Ana Maria Conde Garzon | Secretaria | Secretaria de protección social | Aptitud y honestidad | Personal | regular | 08/10/2025 18:15:45
171 | María xvastro | 7d197fb4-d116-4126-94b9-e815a73fc400 | Con nombre | Ana Maria Conde Garzon | Secretaria | Secretaria de protección social | Respeto, dignidad y decoro | Personal | regular | 08/10/2025 18:15:45
170 | María xvastro | 7d197fb4-d116-4126-94b9-e815a73fc400 | Con nombre | Ana Maria Conde Garzon | Secretaria | Secretaria de protección social | Integridad y ética | Personal | deficiente | 08/10/2025 18:15:45
169 | María xvastro | 7d197fb4-d116-4126-94b9-e815a73fc400 | Con nombre | Alfredo Charry Medina | Secretario | Secretaria de hacienda | Uso adecuado del tiempo de trabajo | Desempeño | regular | 08/10/2025 18:15:45
168 | María xvastro | 7d197fb4-d116-4126-94b9-e815a73fc400 | Con nombre | Alfredo Charry Medina | Secretario | Secretaria de hacienda | Ejercicio adecuado del cargo | Desempeño | regular | 08/10/2025 18:15:45
167 | María xvastro | 7d197fb4-d116-4126-94b9-e815a73fc400 | Con nombre | Alfredo Charry Medina | Secretario | Secretaria de hacienda | Proyectos estratégicos con resultados concretos | Desempeño | bueno | 08/10/2025 18:15:45
165 | María xvastro | 7d197fb4-d116-4126-94b9-e815a73fc400 | Con nombre | Alfredo Charry Medina | Secretario | Secretaria de hacienda | Eficiencia en la gestión de los recursos | Desempeño | excelente | 08/10/2025 18:15:45
166 | María xvastro | 7d197fb4-d116-4126-94b9-e815a73fc400 | Con nombre | Alfredo Charry Medina | Secretario | Secretaria de hacienda | Cumplimiento de metas | Desempeño | bueno | 08/10/2025 18:15:45
164 | María xvastro | 7d197fb4-d116-4126-94b9-e815a73fc400 | Con nombre | Alfredo Charry Medina | Secretario | Secretaria de hacienda | Transparencia y eficiencia en la toma de decisiones | Profesional | regular | 08/10/2025 18:15:45
163 | María xvastro | 7d197fb4-d116-4126-94b9-e815a73fc400 | Con nombre | Alfredo Charry Medina | Secretario | Secretaria de hacienda | Capacidad para resolver problemas | Profesional | deficiente | 08/10/2025 18:15:45
162 | María xvastro | 7d197fb4-d116-4126-94b9-e815a73fc400 | Con nombre | Alfredo Charry Medina | Secretario | Secretaria de hacienda | Comunicación y empatía | Personal | excelente | 08/10/2025 18:15:45
161 | María xvastro | 7d197fb4-d116-4126-94b9-e815a73fc400 | Con nombre | Alfredo Charry Medina | Secretario | Secretaria de hacienda | Liderazgo y gestión de equipos | Profesional | malo | 08/10/2025 18:15:45
160 | María xvastro | 7d197fb4-d116-4126-94b9-e815a73fc400 | Con nombre | Alfredo Charry Medina | Secretario | Secretaria de hacienda | Veracidad y cumplimiento | Personal | regular | 08/10/2025 18:15:45
159 | María xvastro | 7d197fb4-d116-4126-94b9-e815a73fc400 | Con nombre | Alfredo Charry Medina | Secretario | Secretaria de hacienda | Aptitud y honestidad | Personal | bueno | 08/10/2025 18:15:45
158 | María xvastro | 7d197fb4-d116-4126-94b9-e815a73fc400 | Con nombre | Alfredo Charry Medina | Secretario | Secretaria de hacienda | Respeto, dignidad y decoro | Personal | bueno | 08/10/2025 18:15:45
157 | María xvastro | 7d197fb4-d116-4126-94b9-e815a73fc400 | Con nombre | Alfredo Charry Medina | Secretario | Secretaria de hacienda | Integridad y ética | Personal | regular | 08/10/2025 18:15:45
156 | María xvastro | 7d197fb4-d116-4126-94b9-e815a73fc400 | Con nombre | Jairo Garzón Conde | Secretario | Secretaria general y de gobierno | Ejercicio adecuado del cargo | Desempeño | regular | 08/10/2025 18:15:45
155 | María xvastro | 7d197fb4-d116-4126-94b9-e815a73fc400 | Con nombre | Jairo Garzón Conde | Secretario | Secretaria general y de gobierno | Uso adecuado del tiempo de trabajo | Desempeño | bueno | 08/10/2025 18:15:45
154 | María xvastro | 7d197fb4-d116-4126-94b9-e815a73fc400 | Con nombre | Jairo Garzón Conde | Secretario | Secretaria general y de gobierno | Proyectos estratégicos con resultados concretos | Desempeño | excelente | 08/10/2025 18:15:45
152 | María xvastro | 7d197fb4-d116-4126-94b9-e815a73fc400 | Con nombre | Jairo Garzón Conde | Secretario | Secretaria general y de gobierno | Eficiencia en la gestión de los recursos | Desempeño | bueno | 08/10/2025 18:15:45
151 | María xvastro | 7d197fb4-d116-4126-94b9-e815a73fc400 | Con nombre | Jairo Garzón Conde | Secretario | Secretaria general y de gobierno | Cumplimiento de metas | Desempeño | excelente | 08/10/2025 18:15:45
153 | María xvastro | 7d197fb4-d116-4126-94b9-e815a73fc400 | Con nombre | Luis Angel Ramirez Vargas | Alcalde | Despacho del alcalde | Comunicación y empatía | Personal | bueno | 08/10/2025 18:15:45
150 | María xvastro | 7d197fb4-d116-4126-94b9-e815a73fc400 | Con nombre | Luis Angel Ramirez Vargas | Alcalde | Despacho del alcalde | Liderazgo y gestión de equipos | Profesional | bueno | 08/10/2025 18:15:45
149 | María xvastro | 7d197fb4-d116-4126-94b9-e815a73fc400 | Con nombre | Luis Angel Ramirez Vargas | Alcalde | Despacho del alcalde | Transparencia y eficiencia en la toma de decisiones | Profesional | regular | 08/10/2025 18:15:45
146 | María xvastro | 7d197fb4-d116-4126-94b9-e815a73fc400 | Con nombre | Luis Angel Ramirez Vargas | Alcalde | Despacho del alcalde | Capacidad para resolver problemas | Profesional | regular | 08/10/2025 18:15:45
147 | María xvastro | 7d197fb4-d116-4126-94b9-e815a73fc400 | Con nombre | Luis Angel Ramirez Vargas | Alcalde | Despacho del alcalde | Respeto, dignidad y decoro | Personal | regular | 08/10/2025 18:15:45
148 | María xvastro | 7d197fb4-d116-4126-94b9-e815a73fc400 | Con nombre | Luis Angel Ramirez Vargas | Alcalde | Despacho del alcalde | Cumplimiento de metas | Desempeño | bueno | 08/10/2025 18:15:45
145 | María xvastro | 7d197fb4-d116-4126-94b9-e815a73fc400 | Con nombre | Luis Angel Ramirez Vargas | Alcalde | Despacho del alcalde | Eficiencia en la gestión de los recursos | Desempeño | regular | 08/10/2025 18:15:45
144 | María xvastro | 7d197fb4-d116-4126-94b9-e815a73fc400 | Con nombre | Jairo Garzón Conde | Secretario | Secretaria general y de gobierno | Transparencia y eficiencia en la toma de decisiones | Profesional | regular | 08/10/2025 18:15:45
143 | María xvastro | 7d197fb4-d116-4126-94b9-e815a73fc400 | Con nombre | Jairo Garzón Conde | Secretario | Secretaria general y de gobierno | Capacidad para resolver problemas | Profesional | bueno | 08/10/2025 18:15:45
142 | María xvastro | 7d197fb4-d116-4126-94b9-e815a73fc400 | Con nombre | Jairo Garzón Conde | Secretario | Secretaria general y de gobierno | Liderazgo y gestión de equipos | Profesional | bueno | 08/10/2025 18:15:45
140 | María xvastro | 7d197fb4-d116-4126-94b9-e815a73fc400 | Con nombre | Jairo Garzón Conde | Secretario | Secretaria general y de gobierno | Comunicación y empatía | Personal | malo | 08/10/2025 18:15:45
141 | María xvastro | 7d197fb4-d116-4126-94b9-e815a73fc400 | Con nombre | Luis Angel Ramirez Vargas | Alcalde | Despacho del alcalde | Veracidad y cumplimiento | Personal | bueno | 08/10/2025 18:15:45
